Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
8/16/2023 16:29:16,31328369,10.1002/pds.4860,"National trends in hydroxyurea and opioid prescribing for sickle cell disease by office-based physicians in the United States, 1997-2017","Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,None,No,,US,Stata,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:31:55,35638365,10.1002/pds.5484,Initiation of antidepressant medication in people with type 2 diabetes living in the United Kingdom—A retrospective cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,NIHR,No,,UK,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:36:58,30747473,10.1002/pds.4724,A new analytic tool developed to assess safe use recommendations,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,FDA,No,,US,"SAS, Sentinel Cohort Identification and Descriptive Analysis","Industry, Academic, Regulatory",Yes,Yes,dev.sentinelsystem.org,Methodology (package or function),"Yes, there is a README with instructions",No,Not applicable,No,,No,No,At least one,No,No,
8/16/2023 16:39:37,32885513,10.1002/pds.5107,The recording and prevalence of Inflammatory bowel disease in girls' primary care medical Spanish records,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Instituto de Salud Carlos III,No,,Spain,None/Not Specified,Regulatory,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:42:58,32364664,10.1002/pds.5021,Medication persistence of targeted immunomodulators for plaque psoriasis: A retrospective analysis using a U.S. claims database,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:46:30,28503870,10.1002/pds.4223,Correcting hazard ratio estimates for outcome misclassification using multiple imputation with internal validation data,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,No,Canadian Institutes of Health Research,No,,Canada,SAS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:49:09,33655544,10.1002/pds.5219,Comparative neurological safety of fluoroquinolones versus therapeutic alternatives,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Institute of Neurological Disorders and Stroke,No,,US,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 16:52:17,32986901,10.1002/pds.5135,CPRD Aurum database: Assessment of data quality and completeness of three important comorbidities,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,UK government,No,,UK,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
8/16/2023 16:54:07,32128905,10.1002/pds.4974,Interrupted time series analysis to assess changes in prescription filling around conception and implications for exposure misclassification,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,NevSom,No,,Norway,Stata,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:56:19,29992780,10.1002/pds.4585,Effect of European Medicines Agency's restrictions on trimetazidine utilization in Portugal,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Portugal,SPSS,Academic,No,,,,,,,,,No,No,No,No,No,
8/16/2023 16:58:41,30648314,10.1002/pds.4713,The Chang Gung Research Database—A multi-institutional electronic medical records database for real-world epidemiological studies in Taiwan,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Ministry of Science and Technology of Taiwan ,No,,Taiwan,SAS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
8/16/2023 17:46:38,28653782,10.1002/pds.4248,"Changes in drug use patterns reported on the web after the introduction of ADF OxyContin: findings from the Researched Abuse, Diversion, and Addiction-Related Surveillance (RADARS) System Web Monitoring Program","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,RADARS System,No,,US,SAS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/16/2023 17:49:25,31298445,10.1002/pds.4799,Antidepressant continuation in pregnancy and risk of gestational diabetes,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,R,"Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
8/16/2023 17:52:34,32311192,10.1002/pds.5011,The association between aspirin use and depression: a systematic review and meta-analysis of observational studies,"Yes, because it's an analysis of real or simulated data",Review Articles,Review (systematic with or without meta-analysis),No,No,None,No,,NA,Stata,Academic,No,,,,,,,,,No,Yes - analytical files,Not applicable,No,No,
8/16/2023 17:59:47,29044735,10.1002/pds.4336,Making fair comparisons in pregnancy medication safety studies: An overview of advanced methods for confounding control,No,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023 12:10:46,30443944,10.1002/pds.4684,Direct oral anticoagulant use and subsequent start of proton pump inhibitors as proxy for gastric complaints,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Netherlands,SPSS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:13:31,32696556,10.1002/pds.5072,"A descriptive analysis of medicines safety advisories issued by national medicines regulators in Australia, Canada, the United Kingdom and the United States - 2007 to 2016","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Canadian Institutes of Health Research,No,,"US, Canada, Australia, UK",SAS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/17/2023 12:16:12,29952049,10.1002/pds.4581,Empirical validation of the reverse parametric waiting time distribution and standard methods to estimate prescription durations for warfarin,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Denmark,Stata,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/17/2023 12:19:34,33715299,10.1002/pds.5230,Identifying prescribing cascades in Alzheimer's disease and related dementias: The calcium channel blocker-diuretic prescribing cascade,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,National Institute on Aging,No,,US,Stats Direct,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:22:03,31646732,10.1002/pds.4900,Sodium-glucose co-transporter 2 inhibitors and the risk of fractures: A propensity score-matched cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,"Stata, SAS",Academic,No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:22:47,29047193,10.1002/pds.4335,Unlicensed pharmaceutical preparations for clinical patient care: Ensuring safety,No,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2023 12:24:58,31390681,10.1002/pds.4845,A comparison of two algorithms to identify sudden cardiac deaths in computerized databases,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,FDA,No,,US,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:27:35,27868277,10.1002/pds.4138,Outpatient antidepressant drug use in children and adolescents in Germany between 2004 and 2011,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,German Federal Institute for Drugs and Medical Devices,No,,Germany,SAS,Academic,No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/17/2023 12:31:36,34881470,10.1002/pds.5391,Comparing LASSO and random forest models for predicting neurological dysfunction among fluoroquinolone user,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,University of Pennsylvania,No,,US,"R, Stata",Academic,No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:35:26,30873729,10.1002/pds.4758,An evaluation of the impact of missing deaths on overall survival analyses of advanced non–small cell lung cancer patients conducted in an electronic health records database,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,Partially,No,Roche,Yes,,US,None/Not Specified,Industry,No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:38:23,32134549,10.1002/pds.4987,Medication burden and frailty in older adults with intellectual disability: An observational cross-sectional study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Trinity College Dublin, Department of Health",No,,Ireland,"Excel, SPSS",Academic,No,,,,,,,,,,No,At least one,No,Yes,STROBE
8/17/2023 12:40:28,30379379,10.1002/pds.4677,Assessment of prior opioid tolerance among new users of fentanyl transdermal system in FDA's Sentinel System,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,FDA,No,,US,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:42:42,32045502,10.1002/pds.4968,Do drug-related safety warnings have the expected impact on drug therapy? A systematic review,"Yes, because it's an analysis of real or simulated data",Original Article,Review (systematic with or without meta-analysis),No,No,None,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",Yes,PRISMA
8/17/2023 12:45:00,28722207,10.1002/pds.4260,Antihypertensive drug associated angioedema: effect modification by race/ethnicity,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,US,"R, SAS","Industry, Regulatory, Government",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 12:47:56,28924986,10.1002/pds.4323,Supplementing electronic health records through sample collection and patient diaries: A study set within a primary care research database,"Yes, because it's an analysis of real or simulated data",Brief Report,Methodological,No,No,University of Manchester,No,,UK,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,No,No,No,No,
8/17/2023 12:49:56,28585409,10.1002/pds.4238,A population-based study of risk perceptions of paracetamol use among Swedes—with a special focus on young adults,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Sweden,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/17/2023 13:21:26,30375121,10.1002/pds.4678,Impact of initiatives to reduce prescription opioid risks on medically attended injuries in people using chronic opioid therapy,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,Group Health Research Institute,No,,US,"R, SAS","Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 13:24:04,28345151,10.1002/pds.4196,"Registries in European post-marketing surveillance: a retrospective analysis of centrally approved products, 2005–2013","Yes, because it's an analysis of real or simulated data",Original Article,Review (narrative),No,No,None,No,,NA,SAS,"Academic, Regulatory",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,No,Not applicable,
8/17/2023 13:27:00,29570897,10.1002/pds.4416,Methodological challenges when evaluating potential off-label prescribing of drugs using electronic health care databases: A case study of dabigatran etexilate in Europe,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,Boehringer Ingelheim,Yes,,"UK, Denmark, France","Stata, SAS","Industry, Academic",No,,,,,,,,,No,No,At least one,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
8/17/2023 13:29:37,30256490,10.1002/pds.4648,In utero beta-2-adrenergic agonists exposure and risk of epilepsy: A Danish nationwide population-based cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Denmark,SAS,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 13:32:50,28815800,10.1002/pds.4285,A method for data-driven exploration to pinpoint key features in medical data and facilitate expert review,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,None,No,,Global,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
8/17/2023 13:35:20,28067454,10.1002/pds.4147,Concomitant use of calcium channel blockers with dual antiplatelet therapy and re-hospitalization for acute coronary syndrome,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Taiwan,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
8/17/2023 13:38:28,33051958,10.1002/pds.5122,Prevalence and incidence rate of hospital admissions related to medication between 2008 and 2013 in The Netherlands,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Ministry of Public health, Welfare and Sports",No,,Netherlands,SPSS,"Academic, Government",No,,,,,,,,,No,No,No,No,No,
